"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume","Density_g_cm3","RespCorrectedgrams","sample_density","resp_g_kg_day"
"1719",1653,"373","10-P6S3C1FS-b",9.4,10.1,10.9,10.3,36.7,408.6,237.67,97,170.93,41.8330885952031,NA,10,6,3,"1","FS",1336.12929279579,2985.91384398457,86,"408_373_10_28",0.370020942776197,0.984592067019446,10,28,14,57,373,0,0.88653227,2021-10-28,"14:57:00",2021-10-28 14:57:00,"6_3",38276,4,5,3.875,3.625,1984,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.775,11.661397,0.124854241013732,9.34447300024984e-05,4.18144151296473e-05,0.752355397,7.15287082119544e-05,0.584582277171042,0.271923537138566
"1720",1654,"374","10-P6S3C2FS",10.5,10.9,10.9,10.6,40.2,328,223.05,99,104.95,31.9969512195122,NA,10,6,3,"2","FS",1535.16503753843,3631.71134537909,87,"409_374_10_28",0.398197650870797,0.9944943294943,10,28,14,59,374,0,0.88653227,2021-10-28,"14:59:00",2021-10-28 14:59:00,"6_3",38373,4,5,5.375,5.8125,1947,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.9625,11.661397,0.123388263838373,8.0374592191222e-05,3.39752397985511e-05,0.72139374,6.88041747991223e-05,0.493796196200939,0.261565950916343
"1721",1655,"367","10-P6S3C1AA-b",12.7,13.5,13.3,12.6,40.2,444.4,270.73,98,173.67,39.0796579657966,NA,10,6,3,"1","AA",1911.45189851845,5356.43942901458,88,"410_367_10_28",0.33564298639892,0.996705186281272,10,28,15,1,367,0,0.88653227,2021-10-28,"15:1:00",2021-10-28 15:01:00,"6_3",38373,4,5,5.375,5.8125,1947,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.9625,11.661397,0.0816650741748723,4.27241063393592e-05,1.5246149099066e-05,0.514886682,3.75179524808814e-05,0.406369433588766,0.142628248151319
"1722",1656,"366","10-P6S3C1AA",10,10.5,9.9,9.6,38,318.6,NA,95,318.6,100,NA,10,6,3,"1","AA",1351.00885100039,2985.13479445633,89,"411_366_10_28",0.220840303155466,0.976571568079339,10,28,15,4,366,0,0.88653227,2021-10-28,"15:4:00",2021-10-28 15:04:00,"6_3",38277,4,5,3.75,3.5625,1984,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.7125,11.661397,0.0745404574908683,5.51739223882011e-05,2.49705499494685e-05,0.500998694,6.14400276756359e-05,0.406421528344633,0.233570409211697
"1723",1657,"376","10-P6S3C4FS",9.4,8.6,8,8.5,40,220.7,NA,88,220.7,100,NA,10,6,3,"4","FS",1200.97050827686,2338.5230315159,90,"412_376_10_28",0.332688286790804,0.990504946099967,10,28,15,6,376,0,0.88653227,2021-10-28,"15:6:00",2021-10-28 15:06:00,"6_3",38277,4,5,3.75,3.5625,1984,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.7125,11.661397,0.120661404093093,0.000100469914341375,5.15972699293353e-05,0.660858766,0.000159427849473524,0.323640255449246,0.606080912558549
"1724",1658,"375","10-P6S3C2FS-b",9.6,9.1,8.5,8.7,39.5,270.8,176.93,98,93.87,34.6639586410635,NA,10,6,3,"2","FS",1240.53357387736,2500.39457473982,91,"413_375_10_28",0.820963896457766,0.996835576299222,10,28,15,9,375,0,0.88653227,2021-10-28,"15:9:00",2021-10-28 15:09:00,"6_3",38277,4,5,3.75,3.5625,1984,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.7125,11.661397,0.292582339063038,0.000235852011766642,0.000117014467244028,0.670294421,0.000209202505898065,0.559335877654562,0.795304246422085
"1725",1659,"371","10-P6S3C4AA-b",9.1,9.5,8.3,8.4,39.4,186.9,102.45,95,84.45,45.1845906902087,NA,10,6,3,"4","AA",1215.11586398118,2412.31891204903,92,"414_371_10_28",0.102775885558581,0.957534379007736,10,28,15,11,371,0,0.88653227,2021-10-28,"15:11:00",2021-10-28 15:11:00,"6_3",38277,4,5,3.75,3.5625,1984,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.7125,11.661397,0.0369803250781955,3.04335793601064e-05,1.53297828464912e-05,0.388072776,4.57628806169765e-05,0.3349829084143,0.173972166953498
"1726",1660,"370","10-P6S3C4AA",9.1,9.2,9.2,9,40,141.1,66.08,90,75.02,53.1679659815734,NA,10,6,3,"4","AA",1277.47586216743,2615.87330295032,93,"415_370_10_28",0.181787712725485,0.977312614471775,10,28,15,13,370,0,0.88653227,2021-10-28,"15:13:00",2021-10-28 15:13:00,"6_3",38277,4,5,3.75,3.5625,1984,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.7125,11.661397,0.0639704332331522,5.00756492765482e-05,2.44547139041493e-05,0.247923018,0.000121009142663105,0.202089803844262,0.460028356748061
"1727",1661,"368","10-P6S3C2AA",10.5,10.7,11,10.4,38.9,344.8,254.77,98,90.03,26.110788863109,NA,10,6,3,"2","AA",1479.68336098602,3465.3083820016,94,"416_368_10_28",0.0335967302452301,0.59475618653799,10,28,15,15,368,0,0.88653227,2021-10-28,"15:15:00",2021-10-28 15:15:00,"6_3",38374,4,5.0625,5.5,6,1947,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.15,11.661397,0.0106191439966712,7.1766327017389e-06,3.06441529181812e-06,0.599213579,5.35745380539669e-06,0.57199098734762,0.0203668963865961
"1728",1662,"369","10-P6S3C2AA-b",8,7.9,7.5,7.8,39.5,1399,101.2,98,1297.8,92.7662616154396,NA,10,6,3,"2","AA",1063.53426709314,1887.68583251939,95,"417_369_10_28",0.0714806457212291,0.906644658357355,10,28,15,17,369,0,0.88653227,2021-10-28,"15:17:00",2021-10-28 15:17:00,"6_3",38278,4,5,3.75,3.5,1983,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.65,11.661397,0.0271848392207616,2.556084938858e-05,1.44011459706086e-05,0.451302874,3.39989598808709e-05,0.423576074711369,0.129250445883119
"1729",1663,"377","10-P6S3C4FS-b",8.22,7.8,7.6,7.9,41,214.3,74.25,78,140.05,65.3523098460103,NA,10,6,3,"4","FS",1112.55505850114,1999.70333720373,143,"465_377_10_28",0.151999074234798,0.717394121478274,10,28,17,22,377,0,0.8862362,2021-10-28,"17:22:00",2021-10-28 17:22:00,"6_3",38286,4,4.875,3.625,3.375,1982,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.525,11.661397,0.0571509574991174,5.13691048927614e-05,2.85797180190908e-05,0.698448077,9.38585417024307e-05,0.304497784652355,0.356812632135961
"1730",1664,"372","10-P6S3C1FS",10.1,9.8,9.4,9.1,38.6,326.6,203.54,85,123.06,37.6791181873852,NA,10,6,3,"1","FS",1309.15344114357,2795.19449531937,144,"466_372_10_28",0.865040791529257,0.99655114823353,10,28,17,25,372,0,0.8862362,2021-10-28,"17:25:00",2021-10-28 17:25:00,"6_3",38286,4,4.875,3.625,3.375,1982,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.525,11.661397,0.298471960580232,0.000227988523881136,0.000106780390802869,0.739050469,0.00018986463887707,0.562402727724381,0.721789411155071
"1731",1665,"373","10-P6S3C1FS-b",9.4,10.1,10.9,10.3,36.7,408.6,237.67,97,170.93,41.8330885952031,NA,10,6,3,"1","FS",1336.12929279579,2985.91384398457,145,"467_373_10_28",0.467089488924611,0.98300725274689,10,28,17,27,373,0,0.8862362,2021-10-28,"17:27:00",2021-10-28 17:27:00,"6_3",38286,4,4.875,3.625,3.375,1982,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.525,11.661397,0.157696868685306,0.000118025156349452,5.28136031128301e-05,0.752355397,9.03441742510737e-05,0.584582277171042,0.343452412832882
"1732",1666,"367","10-P6S3C1AA-b",12.7,13.5,13.3,12.6,40.2,444.4,270.73,98,173.67,39.0796579657966,NA,10,6,3,"1","AA",1911.45189851845,5356.43942901458,146,"468_367_10_28",0.203644414168935,0.985009507423291,10,28,17,29,367,0,0.88613751,2021-10-28,"17:29:00",2021-10-28 17:29:00,"6_3",38383,4,5.125,5.75,6.375,1944,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.525,11.661397,0.0494272161009415,2.58584671365532e-05,9.22762532013446e-06,0.514886682,2.27074788540138e-05,0.406369433588766,0.0863247516114188
"1733",1667,"375","10-P6S3C2FS-b",9.6,9.1,8.5,8.7,39.5,270.8,176.93,98,93.87,34.6639586410635,NA,10,6,3,"2","FS",1240.53357387736,2500.39457473982,148,"470_375_10_28",0.132795232309206,0.898653509281599,10,28,17,33,375,0,0.8862362,2021-10-28,"17:33:00",2021-10-28 17:33:00,"6_3",38287,4,4.875,3.625,3.375,1982,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.525,11.661397,0.0473428922073915,3.81633300414583e-05,1.89341685051119e-05,0.670294421,3.38511603877579e-05,0.559335877654562,0.1286885713301
"1734",1668,"369","10-P6S3C2AA-b",8,7.9,7.5,7.8,39.5,1399,101.2,98,1297.8,92.7662616154396,NA,10,6,3,"2","AA",1063.53426709314,1887.68583251939,149,"471_369_10_28",0.149000492510942,0.967857091325369,10,28,17,35,369,0,0.8862362,2021-10-28,"17:35:00",2021-10-28 17:35:00,"6_3",38287,4,4.875,3.625,3.375,1982,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.525,11.661397,0.0566730399856307,5.32874602531895e-05,3.00224958037601e-05,0.451302874,7.08786392721021e-05,0.423576074711369,0.269452235056823
"1735",1669,"374","10-P6S3C2FS",10.5,10.9,10.9,10.6,40.2,328,223.05,99,104.95,31.9969512195122,NA,10,6,3,"2","FS",1535.16503753843,3631.71134537909,150,"472_374_10_28",0.496325869351391,0.9967885623001,10,28,17,37,374,0,0.8862362,2021-10-28,"17:37:00",2021-10-28 17:37:00,"6_3",38287,4,4.875,3.625,3.375,1982,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.525,11.661397,0.155093915546426,0.00010102751935721,4.27054632917795e-05,0.72139374,8.64839859446821e-05,0.493796196200939,0.328777520967304
"1736",1670,"366","10-P6S3C1AA",10,10.5,9.9,9.6,38,318.6,NA,95,318.6,100,NA,10,6,3,"1","AA",1351.00885100039,2985.13479445633,151,"473_366_10_28",0.292177284036339,0.991570705466102,10,28,17,39,366,0,0.8862362,2021-10-28,"17:39:00",2021-10-28 17:39:00,"6_3",38287,4,4.875,3.625,3.375,1982,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.525,11.661397,0.0986525738939441,7.30214119773488e-05,3.30479461353474e-05,0.500998694,8.13144576025602e-05,0.406421528344633,0.309125042021893
"1737",1671,"368","10-P6S3C2AA",10.5,10.7,11,10.4,38.9,344.8,254.77,98,90.03,26.110788863109,NA,10,6,3,"2","AA",1479.68336098602,3465.3083820016,152,"474_368_10_28",0.144341260197884,0.976656178342493,10,28,17,42,368,0,0.8862362,2021-10-28,"17:42:00",2021-10-28 17:42:00,"6_3",38287,4,4.875,3.625,3.375,1982,202,0,94206477,27,"TMS-94206477",6,3,"6_3",277.525,11.661397,0.0460390594530744,3.11141293245301e-05,1.32857034289346e-05,0.599213579,2.32271202218443e-05,0.57199098734762,0.0883002202353633
"1738",1672,"370","10-P6S3C4AA",9.1,9.2,9.2,9,40,141.1,66.08,90,75.02,53.1679659815734,NA,10,6,3,"4","AA",1277.47586216743,2615.87330295032,153,"475_370_10_28",0.226971590580341,0.984046316896537,10,28,17,44,370,0,0.8862362,2021-10-28,"17:44:00",2021-10-28 17:44:00,"6_3",38384,4,5.125,5.75,6.3125,1943,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,11.661397,0.0790609141861534,6.18883820254847e-05,3.02235257712919e-05,0.247923018,0.000149554926554252,0.202089803844262,0.568548008788645
"1739",1673,"376","10-P6S3C4FS",9.4,8.6,8,8.5,40,220.7,NA,88,220.7,100,NA,10,6,3,"4","FS",1200.97050827686,2338.5230315159,154,"476_376_10_28",0.280810623155705,0.976817923634216,10,28,17,46,376,0,0.8862362,2021-10-28,"17:46:00",2021-10-28 17:46:00,"6_3",38384,4,5.125,5.75,6.3125,1943,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,11.661397,0.100813794533543,8.39436054747004e-05,4.31100284987113e-05,0.660858766,0.000133203542429758,0.323640255449246,0.506386586900967
"1740",1674,"492","01-P6S3C1AA-S",1.4,1.5,1.2,1.2,38.5,10.039,NA,100,10.039,100,NA,1,6,3,"1","AA",289.189780688903,86.9394533477397,26,"501_492+494_10_29",0.0948579903882359,0.955943368620482,10,29,11,17,492,494,0.88544668,2021-10-29,"11:17:00",2021-10-29 11:17:00,"6_3",38358,4,4.75,5.875,6.375,1957,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.525,1.306706,0.00445064967607475,1.53900655323037e-05,5.11925196754238e-05,0.6647051,7.41124709475791e-05,0.690740964656719,0.281745969554317
"1741",1675,"499","01-P6S3C2AA-Sp",1.3,1.3,1.5,1.5,42.6,8.906,NA,100,8.906,100,NA,1,6,3,"2","AA",322.205696890482,102.463895244841,27,"502_499+497_10_29",0.116432332349708,0.968368598418338,10,29,11,19,499,497,0.88544668,2021-10-29,"11:19:00",2021-10-29 11:19:00,"6_3",38358,4,4.75,5.875,6.375,1957,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.525,1.306706,0.00539336953978951,1.67389018625041e-05,5.26367802717422e-05,0.85558313,8.13682564303142e-05,0.646895762315144,0.309329563645483
"1742",1676,"502","01-P6S3C4AA-W",1.1,1.1,1.3,1.4,40.2,11.365,7.815,92.5,3.55,30.1263711811108,NA,1,6,3,"4","AA",366.849378295985,128.762232797889,28,"503_502+500_10_29",0.310653950953686,0.996319308781775,10,29,11,20,502,500,0.88544668,2021-10-29,"11:20:00",2021-10-29 11:20:00,"6_3",38358,4,4.75,5.875,6.375,1957,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.525,1.306706,0.0140758364842729,3.83695252521761e-05,0.000109316498933091,0.687132099,0.000195210798253887,0.559992069654449,0.742113370641975
"1743",1677,"507","01-P6S3C1FS-Sp",1.2,1.3,0.9,1,35.8,8.388,5.88,98,1.254,29.8998569384835,NA,1,6,3,"1","FS",251.682075545912,66.5954810707964,29,"504_507+504_10_29",0.0597116951438882,0.920837924810185,10,29,11,23,507,504,0.88544668,2021-10-29,"11:23:00",2021-10-29 11:23:00,"6_3",38358,4,4.75,5.875,6.375,1957,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.525,1.306706,0.00284834482752733,1.13172335429495e-05,4.27708424314754e-05,NA,6.26487722075064e-05,0.682708390354548,0.238165572424056
"1744",1678,"508","01-P6S3C2FS-S",1.4,1.3,1.2,1.1,35.3,14.2085,9.355,100,4.8535,33.6855441842785,NA,1,6,3,"2","FS",287.792843506594,87.7624851731333,30,"505_508+509_10_29",0.112246137823295,0.961005770708006,10,29,11,25,508,509,0.88544668,2021-10-29,"11:25:00",2021-10-29 11:25:00,"6_3",38358,4,4.75,5.875,6.375,1957,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.525,1.306706,0.00526293202657544,1.82872234154594e-05,5.99679010478452e-05,0.716196855,6.95573596198274e-05,0.862135960531073,0.264429258330736
"1745",1679,"514","01-P6S3C4FS-W",1.1,1.2,1.3,1.3,41.5,9.6215,6.48,57.5,3.1415,29.9245060192693,NA,1,6,3,"4","FS",293.153035478811,83.1467656166934,31,"506_514+515_10_29",0,0.348499370409993,10,29,11,27,514,515,0.88544668,2021-10-29,"11:27:00",2021-10-29 11:27:00,"6_3",38358,4,4.75,5.875,6.375,1957,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.525,1.306706,0,0,0,0.584671254,0,0.664354228090051,0
"1746",1680,"492","01-P6S3C1AA-S",1.4,1.5,1.2,1.2,38.5,10.039,NA,100,10.039,100,NA,1,6,3,"1","AA",289.189780688903,86.9394533477397,68,"544_492+494_10_29",0.0467337846438697,0.821477211248173,10,29,14,15,492,494,0.88505192,2021-10-29,"14:15:00",2021-10-29 14:15:00,"6_3",38370,4,5,5.375,5.625,1949,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.775,1.306706,0.00219760404389158,7.59917601049555e-06,2.5277408118747e-05,0.6647051,3.65946272367229e-05,0.690740964656719,0.139118134903126
"1747",1681,"499","01-P6S3C2AA-Sp",1.3,1.3,1.5,1.5,42.6,8.906,NA,100,8.906,100,NA,1,6,3,"2","AA",322.205696890482,102.463895244841,69,"545_499+497_10_29",0.10889602499566,0.964970932107977,10,29,14,16,499,497,0.88505192,2021-10-29,"14:16:00",2021-10-29 14:16:00,"6_3",38370,4,5,5.375,5.625,1949,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.775,1.306706,0.00505554067842434,1.5690413692911e-05,4.93397275825202e-05,0.85558313,7.62715269704978e-05,0.646895762315144,0.289953836931044
"1748",1682,"502","01-P6S3C4AA-W",1.1,1.1,1.3,1.4,40.2,11.365,7.815,92.5,3.55,30.1263711811108,NA,1,6,3,"4","AA",366.849378295985,128.762232797889,70,"546_502+500_10_29",0.319835386142075,0.996314006654418,10,29,14,18,502,500,0.88505192,2021-10-29,"14:18:00",2021-10-29 14:18:00,"6_3",38370,4,5,5.375,5.625,1949,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.775,1.306706,0.0145242208757216,3.95917827179824e-05,0.000112798765291057,0.687132099,0.000201429219097087,0.559992069654449,0.765753319319485
"1749",1683,"507","01-P6S3C1FS-Sp",1.2,1.3,0.9,1,35.8,8.388,5.88,98,1.254,29.8998569384835,NA,1,6,3,"1","FS",251.682075545912,66.5954810707964,71,"547_507+504_10_29",0.0613036894781594,0.833272357014201,10,29,14,21,507,504,0.88505192,2021-10-29,"14:21:00",2021-10-29 14:21:00,"6_3",38370,4,5,5.375,5.625,1949,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.775,1.306706,0.0029308175161629,1.16449195271686e-05,4.40092551181845e-05,NA,6.44627424240815e-05,0.682708390354548,0.245061561599388
"1750",1684,"508","01-P6S3C2FS-S",1.4,1.3,1.2,1.1,35.3,14.2085,9.355,100,4.8535,33.6855441842785,NA,1,6,3,"2","FS",287.792843506594,87.7624851731333,72,"548_508+509_10_29",0.113631892611236,0.955519905370188,10,29,14,23,508,509,0.88505192,2021-10-29,"14:23:00",2021-10-29 14:23:00,"6_3",38370,4,5,5.375,5.625,1949,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.775,1.306706,0.00533980743521456,1.85543440557868e-05,6.08438494498015e-05,0.716196855,7.05733808068067e-05,0.862135960531073,0.268291764475156
"1751",1685,"514","01-P6S3C4FS-W",1.1,1.2,1.3,1.3,41.5,9.6215,6.48,57.5,3.1415,29.9245060192693,NA,1,6,3,"4","FS",293.153035478811,83.1467656166934,73,"449_514+515_10_29",0,0.390306998904647,10,29,14,26,514,515,0.88505192,2021-10-29,"14:26:00",2021-10-29 14:26:00,"6_3",38370,4,5,5.375,5.625,1949,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.775,1.306706,0,0,0,0.584671254,0,0.664354228090051,0
"1752",1686,"492","01-P6S3C1AA-S",1.4,1.5,1.2,1.2,38.5,10.039,NA,100,10.039,100,NA,1,6,3,"1","AA",289.189780688903,86.9394533477397,126,"604_492+494_10_29",0.0389689290053808,0.801391562904548,10,29,17,22,492,494,0.88465716,2021-10-29,"17:22:00",2021-10-29 17:22:00,"6_3",38382,4,5.125,5.75,6.25,1944,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,1.306706,0.0018275703608538,6.3196229012664e-06,2.10211853247328e-05,0.6647051,3.04328053500922e-05,0.690740964656719,0.11569335281891
"1753",1687,"497","01-P6S3C2AA-F",1.3,1.3,0.9,1,36.7,8.906,NA,100,8.906,100,NA,1,6,3,"2","AA",322.205696890482,102.463895244841,127,"605_497+499_10_29",0.106601863102471,0.959000354394492,10,29,17,24,497,499,0.88465716,2021-10-29,"17:24:00",2021-10-29 17:24:00,"6_3",38382,4,5.125,5.75,6.25,1944,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,1.306706,0.00493579962334239,1.53187844627715e-05,4.81711105316475e-05,0.674411111,7.44650271927123e-05,0.646895762315144,0.283086247375815
"1754",1688,"500","01-P6S3C4AA-S",1.4,1.5,1.8,1.6,41.6,11.365,7.815,92.5,3.55,30.1263711811108,NA,1,6,3,"4","AA",366.849378295985,128.762232797889,128,"606_500+502_10_29",0.379207473394949,0.997890349077065,10,29,17,26,500,502,0.88465716,2021-10-29,"17:26:00",2021-10-29 17:26:00,"6_3",38382,4,5.125,5.75,6.25,1944,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,1.306706,0.0171743521721636,4.68158137596918e-05,0.000133380353842739,0.750958042,0.000287776358341897,0.463486141152271,1.09401060387256
"1755",1689,"504","01-P6S3C1FS-S",1.3,1.2,0.8,0.8,38.6,8.388,5.88,98,1.254,29.8998569384835,NA,1,6,3,"1","FS",251.682075545912,66.5954810707964,129,"607_504+507_10_29",0.0708792120843339,0.894544538719511,10,29,17,27,504,507,0.88455847,2021-10-29,"17:27:00",2021-10-29 17:27:00,"6_3",38382,4,5.125,5.75,6.25,1944,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,1.306706,0.00337916764969642,1.34263341653029e-05,5.07416959133322e-05,0.701415441,7.12074222595907e-05,0.712589984346723,0.27070213646206
"1756",1690,"508","01-P6S3C2FS-S",1.4,1.3,1.2,1.1,35.3,14.2085,9.355,100,4.8535,33.6855441842785,NA,1,6,3,"2","FS",287.792843506594,87.7624851731333,130,"608_508+509_10_29",0.155109371253615,0.984800571428652,10,29,17,29,508,509,0.88465716,2021-10-29,"17:29:00",2021-10-29 17:29:00,"6_3",38382,4,5.125,5.75,6.25,1944,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,1.306706,0.00726943296968772,2.52592555155777e-05,8.28307557078284e-05,0.716196855,9.60762101337298e-05,0.862135960531073,0.365243320444387
"1757",1691,"514","01-P6S3C4FS-W",1.1,1.2,1.3,1.3,41.5,9.6215,6.48,57.5,3.1415,29.9245060192693,NA,1,6,3,"4","FS",293.153035478811,83.1467656166934,131,"609_514+515_10_29",0,0.700156198473919,10,29,17,31,514,515,0.88455847,2021-10-29,"17:31:00",2021-10-29 17:31:00,"6_3",38383,4,5.125,5.75,6.375,1944,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.525,1.306706,0,0,0,0.584671254,0,0.664354228090051,0
"1758",1692,"383","25-P6S4C4FS",25.2,25.6,25.5,29.2,99.9,1955.7,555.44,50,1400.26,71.5989159891599,NA,25,6,4,"4","FS",9372.26187643554,54605.7138560377,19,"19_383_10_28",2.24615384615384,0.991178424339046,10,28,11,38,383,0,0.8891969,2021-10-28,"11:38:00",2021-10-28 11:38:00,"6_4",38419,4,5.8125,8.375,10.0625,2675,202,0,94206479,29,"TMS-94206479",6,4,"6_4",284.2125,1.5637,0.13391512491128,0.00170506032675191,0.000292648347013098,0.269695778,0.0014393080204108,0.203325725183948,5.47167337039369
"1759",1693,"382","25-P6S4C2FS",28.5,28.8,27.8,27.3,98.2,2332.6,1430.71,80,901.89,38.6645802966647,NA,25,6,4,"2","FS",9909.90122164964,60907.3164228997,20,"20_382_10_28",2.47252747252746,0.942593495965231,10,28,11,41,382,0,0.88821,2021-10-28,"11:41:00",2021-10-28 11:41:00,"6_4",38419,4,5.8125,8.375,10.0625,2675,202,0,94206479,29,"TMS-94206479",6,4,"6_4",284.2125,1.5637,0.14724785460455,0.00187481791359927,0.000305041519205115,0.738396738,0.00066111934926158,0.461401590417559,2.51331131815282
"1760",1694,"381","25-P6S4C1FS",23.1,22.4,20.2,22.5,90.1,2076,1225.41,100,850.59,40.9725433526012,NA,25,6,4,"1","FS",7006.10098609122,34417.3739847582,21,"0_381_10_28",0.600000000000005,1,10,28,11,44,381,0,0.8891969,2021-10-28,"11:44:00",2021-10-28 11:44:00,"6_4",38323,4,4.875,5.5,6.25,2697,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.4,1.5637,0.0362582256540328,0.000461654067246456,9.39756477992996e-05,0.843176817,0.000146423566631652,0.641806848181124,0.556643830906889
"1761",1695,"381","25-P6S4C1FS",23.1,22.4,20.2,22.5,90.1,2076,1225.41,100,850.59,40.9725433526012,NA,25,6,4,"1","FS",7006.10098609122,34417.3739847582,22,"21_381_10_28",0.574108818011251,0.914985928705438,10,28,11,45,381,0,0.8891969,2021-10-28,"11:45:00",2021-10-28 11:45:00,"6_4",38323,4,4.875,5.5,6.25,2697,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.4,1.5637,0.0346936117890364,0.000441732784794912,8.99204134664952e-05,0.843176817,0.000140105101279815,0.641806848181124,0.532623553025344
"1762",1696,"380","25-P6S4C4AA",29.5,27.3,27.8,30.2,99.1,1426,781.53,60,644.47,45.1942496493689,NA,25,6,4,"4","AA",10229.2551177022,64112.5641577362,23,"22_380_10_28",1.35604395604395,0.961858079512867,10,28,11,47,380,0,0.8891969,2021-10-28,"11:47:00",2021-10-28 11:47:00,"6_4",38227,4,5,4.6875,4.875,2721,202,0,94206479,29,"TMS-94206479",6,4,"6_4",279.025,1.5637,0.0823500670221306,0.00104851361844168,0.000167291909757922,0.752494796,0.000692393471863605,0.241613932765208,2.63220302263668
"1763",1697,"379","25-P6S4C2AA",26.1,25.2,25.2,27.5,98.3,2237.6,1423.05,96,814.55,36.402842331069,NA,25,6,4,"2","AA",9091.38413842623,52193.4887990692,24,"23_379_10_28",0.762637362637363,0.814978510271076,10,28,11,50,379,0,0.8891969,2021-10-28,"11:50:00",2021-10-28 11:50:00,"6_4",38227,4,5,4.6875,4.875,2721,202,0,94206479,29,"TMS-94206479",6,4,"6_4",279.025,1.5637,0.0463135709184432,0.000589682699512583,0.000102714573491946,0.578845362,0.000191610140421332,0.536060217199815,0.728425109825734
"1764",1698,"378","25-P6S4C1AA",22.4,22.6,20,19.2,99.1,1361.6,745.51,94,616.09,45.2475029377203,NA,25,6,4,"1","AA",7253.56291485758,34542.5262003479,25,"24_378_10_28",1.36043956043955,0.96241381475667,10,28,11,55,378,0,0.8891969,2021-10-28,"11:55:00",2021-10-28 11:55:00,"6_4",38420,4,5.875,8.3125,9.9375,2675,202,0,94206479,29,"TMS-94206479",6,4,"6_4",284.0875,1.5637,0.0811447513514536,0.00103316706268373,0.000216954088628861,0.435648236,0.000506382223988819,0.428439385016113,1.92506266271589
"1765",1699,"383","25-P6S4C4FS",25.2,25.6,25.5,29.2,99.9,1955.7,555.44,50,1400.26,71.5989159891599,NA,25,6,4,"4","FS",9372.26187643554,54605.7138560377,58,"49_383_10_28",1.34390243902438,0.921007766047808,10,28,14,13,383,0,0.88821,2021-10-28,"14:13:00",2021-10-28 14:13:00,"6_4",38236,4,5,4.25,4,2718,202,0,94206479,29,"TMS-94206479",6,4,"6_4",278.15,1.5637,0.081778605891263,0.00104123754934068,0.000178713000872523,0.269695778,0.00087894928549175,0.203325725183948,3.34141360372544
