"","V1","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot2","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"512",527,90,370,"10-P6S3C4AA",9.1,9.2,9.2,9,40,141.1,66.08,90,75.02,53.16796598,NA,10,6,3,4,"AA",1277.475862,2615.873303,92,"316_370_4_29",0.424187093,0.986230971,4,29,12,45,370,0,0.88307812,2022-04-29,"12:45:00",2020-04-29 22:12:45,"6_3",55894,4,5.25,6.625,6.6875,2442,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.8375,11.661397,0.14703378,0.000115097,5.62e-05
"513",528,91,371,"10-P6S3C4AA-b",9.1,9.5,8.3,8.4,39.4,186.9,102.45,95,84.45,45.18459069,NA,10,6,3,4,"AA",1215.115864,2412.318912,93,"317_371_4_29",0.302861735,0.940144897,4,29,12,47,371,0,0.88307812,2022-04-29,"12:47:00",2020-04-29 22:12:47,"6_3",55798,4,5.5,6.3125,6.25,2505,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,11.661397,0.107509266,8.85e-05,4.46e-05
"514",529,92,368,"10-P6S3C2AA",10.5,10.7,11,10.4,38.9,344.8,254.77,98,90.03,26.11078886,NA,10,6,3,2,"AA",1479.683361,3465.308382,94,"318_368_4_29",0.172054778,0.987139793,4,29,12,50,368,0,0.88307812,2022-04-29,"12:50:00",2020-04-29 22:12:50,"6_3",55798,4,5.5,6.3125,6.25,2505,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,11.661397,0.054122323,3.66e-05,1.56e-05
"515",530,93,368,"10-P6S3C2AA",10.5,10.7,11,10.4,38.9,344.8,254.77,98,90.03,26.11078886,NA,10,6,3,2,"AA",1479.683361,3465.308382,95,"0_368_4_29",0,0.765346658,4,29,12,49,368,0,0.88307812,2022-04-29,"12:49:00",2020-04-29 22:12:49,"6_3",55798,4,5.5,6.3125,6.25,2505,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,11.661397,0,0,0
"516",531,94,369,"10-P6S3C2AA-b",8,7.9,7.5,7.8,39.5,1399,101.2,98,1297.8,92.76626162,NA,10,6,3,2,"AA",1063.534267,1887.685833,96,"319_369_4_29",0.104857153,0.971569955,4,29,12,52,369,0,0.88307812,2022-04-29,"12:52:00",2020-04-29 22:12:52,"6_3",55798,4,5.5,6.3125,6.25,2505,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,11.661397,0.03933332,3.7e-05,2.08e-05
"517",532,95,377,"10-P6S3C4FS-b",8.22,7.8,7.6,7.9,41,214.3,74.25,78,140.05,65.35230985,NA,10,6,3,4,"FS",1112.555059,1999.703337,97,"320_377_4_29",0.176471099,0.977197245,4,29,12,53,377,0,0.88307812,2022-04-29,"12:53:00",2020-04-29 22:12:53,"6_3",55798,4,5.5,6.3125,6.25,2505,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,11.661397,0.065437982,5.88e-05,3.27e-05
"518",533,96,372,"10-P6S3C1FS",10.1,9.8,9.4,9.1,38.6,326.6,203.54,85,123.06,37.67911819,NA,10,6,3,1,"FS",1309.153441,2795.194495,98,"321_372_4_29",0.611397367,0.992578416,4,29,12,56,372,0,0.88307812,2022-04-29,"12:56:00",2020-04-29 22:12:56,"6_3",55798,4,5.5,6.3125,6.25,2505,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,11.661397,0.20804834,0.000158918,7.44e-05
"519",534,97,373,"10-P6S3C1FS-b",9.4,10.1,10.9,10.3,36.7,408.6,237.67,97,170.93,41.8330886,NA,10,6,3,1,"FS",1336.129293,2985.913844,99,"322_373_4_29",0.139598609,0.873589075,4,29,12,57,373,0,0.88307812,2022-04-29,"12:57:00",2020-04-29 22:12:57,"6_3",55798,4,5.5,6.3125,6.25,2505,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4,11.661397,0.046481251,3.48e-05,1.56e-05
"520",535,98,374,"10-P6S3C2FS",10.5,10.9,10.9,10.6,40.2,328,223.05,99,104.95,31.99695122,NA,10,6,3,2,"FS",1535.165038,3631.711345,101,"324_374_4_29",1.263974796,0.98323829,4,29,13,3,374,0,0.88307812,2022-04-29,"13:03:00",2020-04-29 22:13:03,"6_3",55799,4,5.5,6.375,6.3125,2506,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,11.661397,0.389442381,0.000253681,0.000107234
"521",536,99,367,"10-P6S3C1AA-b",12.7,13.5,13.3,12.6,40.2,444.4,270.73,98,173.67,39.07965797,NA,10,6,3,1,"AA",1911.451899,5356.439429,102,"325_367_4_29",0.08649182,0.869305356,4,29,13,6,367,0,0.88307812,2022-04-29,"13:06:00",2020-04-29 22:13:06,"6_3",55799,4,5.5,6.375,6.3125,2506,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,11.661397,0.020924903,1.09e-05,3.91e-06
"522",537,100,367,"10-P6S3C1AA-b",12.7,13.5,13.3,12.6,40.2,444.4,270.73,98,173.67,39.07965797,NA,10,6,3,1,"AA",1911.451899,5356.439429,103,"0_367_4_29",0,0.911131518,4,29,13,5,367,0,0.88307812,2022-04-29,"13:05:00",2020-04-29 22:13:05,"6_3",55799,4,5.5,6.375,6.3125,2506,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,11.661397,0,0,0
"523",538,101,366,"10-P6S3C1AA",10,10.5,9.9,9.6,38,318.6,NA,95,318.6,100,NA,10,6,3,1,"AA",1351.008851,2985.134794,104,"326_366_4_29",0.337721565,0.996834837,4,29,13,8,366,0,0.88307812,2022-04-29,"13:08:00",2020-04-29 22:13:08,"6_3",55799,4,5.5,6.375,6.3125,2506,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,11.661397,0.112434014,8.32e-05,3.77e-05
"524",539,151,376,"10-P6S3C4FS",9.4,8.6,8,8.5,40,220.7,NA,88,220.7,100,NA,10,6,3,4,"FS",1200.970508,2338.523032,154,"373_376_4_29",0.130498177,0.973943049,4,29,15,48,376,0,0.88268336,2022-04-29,"15:48:00",2020-04-29 22:15:48,"6_3",55810,4,5.5625,6,5.25,2492,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.4,11.661397,0.046839767,3.9e-05,2e-05
"525",540,152,376,"10-P6S3C4FS",9.4,8.6,8,8.5,40,220.7,NA,88,220.7,100,NA,10,6,3,4,"FS",1200.970508,2338.523032,155,"0_376_4_29",0,0.970974656,4,29,15,47,376,0,0.88268336,2022-04-29,"15:47:00",2020-04-29 22:15:47,"6_3",55810,4,5.5625,6,5.25,2492,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.4,11.661397,0,0,0
"526",541,153,375,"10-P6S3C2FS-b",9.6,9.1,8.5,8.7,39.5,270.8,176.93,98,93.87,34.66395864,NA,10,6,3,2,"FS",1240.533574,2500.394575,156,"374_375_4_29",1.066007059,0.999353818,4,29,15,50,375,0,0.88278205,2022-04-29,"15:50:00",2020-04-29 22:15:50,"6_3",55810,4,5.5625,6,5.25,2492,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.4,11.661397,0.376021001,0.000303112,0.000150385
"527",542,154,370,"10-P6S3C4AA",9.1,9.2,9.2,9,40,141.1,66.08,90,75.02,53.16796598,NA,10,6,3,4,"AA",1277.475862,2615.873303,157,"375_370_4_29",0.921819381,0.999155625,4,29,15,52,370,0,0.88278205,2022-04-29,"15:52:00",2020-04-29 22:15:52,"6_3",55810,4,5.5625,6,5.25,2492,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.4,11.661397,0.321061753,0.000251325,0.000122736
"528",543,155,371,"10-P6S3C4AA-b",9.1,9.5,8.3,8.4,39.4,186.9,102.45,95,84.45,45.18459069,NA,10,6,3,4,"AA",1215.115864,2412.318912,158,"376_371_4_29",0.443099455,0.996256222,4,29,15,54,371,0,0.88278205,2022-04-29,"15:54:00",2020-04-29 22:15:54,"6_3",55810,4,5.5625,6,5.25,2492,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.4,11.661397,0.157800612,0.000129865,6.54e-05
"529",544,156,368,"10-P6S3C2AA",10.5,10.7,11,10.4,38.9,344.8,254.77,98,90.03,26.11078886,NA,10,6,3,2,"AA",1479.683361,3465.308382,160,"378_368_4_29",0.226453741,0.982370484,4,29,15,58,368,0,0.88278205,2022-04-29,"15:58:00",2020-04-29 22:15:58,"6_3",55810,4,5.5625,6,5.25,2492,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.4,11.661397,0.071465291,4.83e-05,2.06e-05
"530",545,157,369,"10-P6S3C2AA-b",8,7.9,7.5,7.8,39.5,1399,101.2,98,1297.8,92.76626162,NA,10,6,3,2,"AA",1063.534267,1887.685833,161,"379_369_4_29",0.122851929,0.972591241,4,29,16,0,369,0,0.88288074,2022-04-29,"16:00:00",2020-04-29 22:16:00,"6_3",55907,4,5.375,5.75,5.375,2426,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.525,11.661397,0.046217324,4.35e-05,2.45e-05
"531",546,158,377,"10-P6S3C4FS-b",8.22,7.8,7.6,7.9,41,214.3,74.25,78,140.05,65.35230985,NA,10,6,3,4,"FS",1112.555059,1999.703337,162,"380_377_4_29",0.247647952,0.980997167,4,29,16,2,377,0,0.88288074,2022-04-29,"16:02:00",2020-04-29 22:16:02,"6_3",55811,4,5.5625,5.875,5.0625,2489,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.2125,11.661397,0.092201316,8.29e-05,4.61e-05
"532",547,159,372,"10-P6S3C1FS",10.1,9.8,9.4,9.1,38.6,326.6,203.54,85,123.06,37.67911819,NA,10,6,3,1,"FS",1309.153441,2795.194495,163,"381_372_4_29",0.736442874,0.998765794,4,29,16,4,372,0,0.88288074,2022-04-29,"16:04:00",2020-04-29 22:16:04,"6_3",55811,4,5.5625,5.875,5.0625,2489,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.2125,11.661397,0.2516088,0.000192192,9e-05
"533",548,160,373,"10-P6S3C1FS-b",9.4,10.1,10.9,10.3,36.7,408.6,237.67,97,170.93,41.8330886,NA,10,6,3,1,"FS",1336.129293,2985.913844,164,"382_373_4_29",0.243291394,0.966838595,4,29,16,6,373,0,0.88288074,2022-04-29,"16:06:00",2020-04-29 22:16:06,"6_3",55811,4,5.5625,5.875,5.0625,2489,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.2125,11.661397,0.081333514,6.09e-05,2.72e-05
"534",549,161,374,"10-P6S3C2FS",10.5,10.9,10.9,10.6,40.2,328,223.05,99,104.95,31.99695122,NA,10,6,3,2,"FS",1535.165038,3631.711345,165,"383_374_4_29",1.506700226,0.997929001,4,29,16,9,374,0,0.88288074,2022-04-29,"16:09:00",2020-04-29 22:16:09,"6_3",55811,4,5.5625,5.875,5.0625,2489,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.2125,11.661397,0.466202409,0.000303682,0.00012837
"535",550,162,367,"10-P6S3C1AA-b",12.7,13.5,13.3,12.6,40.2,444.4,270.73,98,173.67,39.07965797,NA,10,6,3,1,"AA",1911.451899,5356.439429,166,"384_367_4_29",0.207437983,0.970028491,4,29,16,11,367,0,0.88288074,2022-04-29,"16:11:00",2020-04-29 22:16:11,"6_3",55811,4,5.5625,5.875,5.0625,2489,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.2125,11.661397,0.050398727,2.64e-05,9.41e-06
"536",551,163,366,"10-P6S3C1AA",10,10.5,9.9,9.6,38,318.6,NA,95,318.6,100,NA,10,6,3,1,"AA",1351.008851,2985.134794,167,"385_366_4_29",0.400840551,0.993060889,4,29,16,14,366,0,0.88288074,2022-04-29,"16:14:00",2020-04-29 22:16:14,"6_3",55908,4,5.375,5.625,5.125,2425,202,0,94206477,27,"TMS-94206477",6,3,"6_3",279.275,11.661397,0.133985016,9.92e-05,4.49e-05
"537",552,14,512,"01-P6S3C4FS-S",1.7,1.6,2.1,2.1,38.1,17.461,10.73,62.5,6.731,31.9616541,NA,1,6,3,4,"FS",361.1093372,139.8796093,14,"422_512+515_4_30",0.234390327,0.990545267,4,30,9,15,512,515,0.88297943,2022-04-30,"9:15:00",2020-04-30 22:09:15,"6_3",55976,4,4.75,7.25,8.875,2377,202,0,94206477,27,"TMS-94206477",6,3,"6_3",283.025,1.306706,0.010398092,2.88e-05,7.43e-05
"538",553,15,508,"01-P6S3C2FS-S",1.4,1.3,1.2,1.1,35.3,14.2085,9.355,100,4.8535,33.68554418,NA,1,6,3,2,"FS",287.7928435,87.76248517,15,"423_508+509_4_30",0.082567919,0.940549444,4,30,9,17,508,509,0.88297943,2022-04-30,"9:17:00",2020-04-30 22:09:17,"6_3",55880,4,5,6.375,6.3125,2465,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,1.306706,0.00386147,1.34e-05,4.4e-05
"539",554,16,505,"01-P6S3C1FS-F",1.1,1,1.1,1,39.5,7.799,5.63,98,2.169,27.64063582,NA,1,6,3,1,"FS",258.0584227,66.56583229,16,"424_505+504_4_30",0,1,4,30,9,19,505,504,0.88297943,2022-04-30,"9:19:00",2020-04-30 22:09:19,"6_3",55880,4,5,6.375,6.3125,2465,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,1.306706,0,0,0
"540",555,17,494,"01-P6S3C1AA-W",1.3,1.2,0.9,0.9,36.8,8.644,NA,97.5,8.644,100,NA,1,6,3,1,"AA",246.6948375,65.24511983,17,"425_494+493_4_30",0.055978993,0.809705671,4,30,9,21,494,493,0.88288074,2022-04-30,"9:21:00",2020-04-30 22:09:21,"6_3",55880,4,5,6.375,6.3125,2465,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,1.306706,0.002666044,1.08e-05,4.09e-05
"541",556,18,497,"01-P6S3C2AA-F",1.3,1.3,0.9,1,36.7,9.69,NA,100,9.69,100,NA,1,6,3,2,"AA",271.9032316,79.11466235,18,"426_497+498_4_30",0,1,4,30,9,22,497,498,0.88288074,2022-04-30,"9:22:00",2020-04-30 22:09:22,"6_3",55880,4,5,6.375,6.3125,2465,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,1.306706,0.00215995,7.94e-06,2.73e-05
"542",557,19,502,"01-P6S3C4AA-W",1.1,1.1,1.3,1.4,40.2,7.675,5.455,95,2.22,29.58350262,NA,1,6,3,4,"AA",303.0229193,89.30029478,19,"427_502+501_4_30",0,1,4,30,9,24,502,501,0.88288074,2022-04-30,"9:24:00",2020-04-30 22:09:24,"6_3",55880,4,5,6.375,6.3125,2465,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.4625,1.306706,0,0,0
"543",558,47,515,"01-P6S3C4FS-Sp",1.2,1.2,0.9,0.9,39.2,17.461,10.73,62.5,6.731,31.9616541,NA,1,6,3,4,"FS",361.1093372,139.8796093,62,"466_515+512_4_30",0.34751703,0.996221344,4,30,12,24,515,512,0.88288074,2022-04-30,"12:24:00",2020-04-30 22:12:24,"6_3",55892,4,5.25,6.625,6.4375,2445,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.5875,1.306706,0.01554884,4.31e-05,0.000111159
"544",559,48,512,"01-P6S3C4FS-S",1.7,1.6,2.1,2.1,38.1,17.461,10.73,62.5,6.731,31.9616541,NA,1,6,3,4,"FS",361.1093372,139.8796093,63,"467_512+515_4_30",0.15023842,0.980734134,4,30,12,26,512,515,0.88278205,2022-04-30,"12:26:00",2020-04-30 22:12:26,"6_3",55892,4,5.25,6.625,6.4375,2445,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.5875,1.306706,0.006721317,1.86e-05,4.81e-05
"545",560,49,508,"01-P6S3C2FS-S",1.4,1.3,1.2,1.1,35.3,14.2085,9.355,100,4.8535,33.68554418,NA,1,6,3,2,"FS",287.7928435,87.76248517,64,"468_508+509_4_30",0,1,4,30,12,27,508,509,0.88278205,2022-04-30,"12:27:00",2020-04-30 22:12:27,"6_3",55892,4,5.25,6.625,6.4375,2445,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.5875,1.306706,0,0,0
"546",561,50,505,"01-P6S3C1FS-F",1.1,1,1.1,1,39.5,7.799,5.63,98,2.169,27.64063582,NA,1,6,3,1,"FS",258.0584227,66.56583229,65,"469_505+504_4_30",0.075221316,0.865506994,4,30,12,29,505,504,0.88278205,2022-04-30,"12:29:00",2020-04-30 22:12:29,"6_3",55892,4,5.25,6.625,6.4375,2445,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.5875,1.306706,0.003576669,1.39e-05,5.37e-05
"547",562,51,501,"01-P6S3C4AA-F",1.3,1.4,1,0.9,39.8,7.675,5.455,95,2.22,29.58350262,NA,1,6,3,4,"AA",303.0229193,89.30029478,66,"470_501+502_4_30",0.055919619,0.894125728,4,30,12,31,501,502,0.88278205,2022-04-30,"12:31:00",2020-04-30 22:12:31,"6_3",55893,4,5.25,6.5,6.4375,2443,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.5875,1.306706,0.002610157,8.61e-06,2.92e-05
"548",563,52,497,"01-P6S3C2AA-F",1.3,1.3,0.9,1,36.7,9.69,NA,100,9.69,100,NA,1,6,3,2,"AA",271.9032316,79.11466235,67,"471_497+498_4_30",0.056737835,0.918104305,4,30,12,33,497,498,0.88278205,2022-04-30,"12:33:00",2020-04-30 22:12:33,"6_3",55893,4,5.25,6.5,6.4375,2443,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.5875,1.306706,0.002670507,9.82e-06,3.38e-05
"549",564,53,494,"01-P6S3C1AA-W",1.3,1.2,0.9,0.9,36.8,8.8435,NA,100,8.8435,100,NA,1,6,3,1,"AA",266.8996627,77.79480073,68,"472_494+495_4_30",0.135589564,0.983555294,4,30,12,36,494,495,0.88268336,2022-04-30,"12:36:00",2020-04-30 22:12:36,"6_3",55893,4,5.25,6.5,6.4375,2443,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.5875,1.306706,0.006388006,2.39e-05,8.21e-05
"550",565,83,515,"01-P6S3C4FS-Sp",1.2,1.2,0.9,0.9,39.2,17.461,10.73,62.5,6.731,31.9616541,NA,1,6,3,4,"FS",361.1093372,139.8796093,120,"524_515+512_4_30",0.235632343,0.984400874,4,30,15,14,515,512,0.88209122,2022-04-30,"15:14:00",2020-04-30 22:15:14,"6_3",55903,4,5.3125,6.0625,5.9375,2431,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.0875,1.306706,0.010552196,2.92e-05,7.54e-05
"551",566,84,512,"01-P6S3C4FS-S",1.7,1.6,2.1,2.1,38.1,17.461,10.73,62.5,6.731,31.9616541,NA,1,6,3,4,"FS",361.1093372,139.8796093,121,"525_512+515_4_30",0.131927327,0.966760403,4,30,15,16,512,515,0.88199253,2022-04-30,"15:16:00",2020-04-30 22:15:16,"6_3",55904,4,5.375,6,5.875,2430,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.025,1.306706,0.005908688,1.64e-05,4.22e-05
"552",567,85,508,"01-P6S3C2FS-S",1.4,1.3,1.2,1.1,35.3,14.2085,9.355,100,4.8535,33.68554418,NA,1,6,3,2,"FS",287.7928435,87.76248517,122,"526_508+509_4_30",0,1,4,30,15,18,508,509,0.88199253,2022-04-30,"15:18:00",2020-04-30 22:15:18,"6_3",55904,4,5.375,6,5.875,2430,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.025,1.306706,0,0,0
"553",568,86,501,"01-P6S3C4AA-F",1.3,1.4,1,0.9,39.8,7.675,5.455,95,2.22,29.58350262,NA,1,6,3,4,"AA",303.0229193,89.30029478,123,"527_501+502_4_30",0.117387355,0.958366428,4,30,15,21,501,502,0.88199253,2022-04-30,"15:21:00",2020-04-30 22:15:21,"6_3",55904,4,5.375,6,5.875,2430,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.025,1.306706,0.00548538,1.81e-05,6.14e-05
"554",569,87,497,"01-P6S3C2AA-F",1.3,1.3,0.9,1,36.7,9.69,NA,100,9.69,100,NA,1,6,3,2,"AA",271.9032316,79.11466235,124,"528_497+498_4_30",0.057339918,0.905551148,4,30,15,23,497,498,0.88209122,2022-04-30,"15:23:00",2020-04-30 22:15:23,"6_3",55904,4,5.375,6,5.875,2430,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.025,1.306706,0.00270215,9.94e-06,3.42e-05
"555",570,88,494,"01-P6S3C1AA-W",1.3,1.2,0.9,0.9,36.8,8.8435,NA,100,8.8435,100,NA,1,6,3,1,"AA",266.8996627,77.79480073,125,"529_494+495_4_30",0.085654936,0.944687667,4,30,15,25,494,495,0.88189384,2022-04-30,"15:25:00",2020-04-30 22:15:25,"6_3",55904,4,5.375,6,5.875,2430,202,0,94206477,27,"TMS-94206477",6,3,"6_3",280.025,1.306706,0.004039935,1.51e-05,5.19e-05
"556",571,18,383,"25-P6S4C4FS",25.2,25.6,25.5,29.2,99.9,1955.7,555.44,50,1400.26,71.59891599,NA,25,6,4,4,"FS",9372.261876,54605.71386,18,"19_383_4_29",1.125274725,0.979831053,4,29,9,46,383,0,0.8862362,2022-04-29,"9:46:00",2020-04-29 22:09:46,"6_4",55883,4,5,6,6,3103,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.15,1.5637,0.067834838,0.0008637,0.000148241
"557",572,19,382,"25-P6S4C2FS",28.5,28.8,27.8,27.3,98.2,2332.6,1430.71,80,901.89,38.6645803,NA,25,6,4,2,"FS",9909.901222,60907.31642,19,"20_382_4_29",0.485714286,0.972056921,4,29,9,49,382,0,0.8872231,2022-04-29,"9:49:00",2020-04-29 22:09:49,"6_4",55787,4,5.375,5.75,5.5,3126,202,0,94206479,29,"TMS-94206479",6,4,"6_4",279.65,1.5637,0.029365288,0.00037389,6.08e-05
"558",573,20,381,"25-P6S4C1FS",23.1,22.4,20.2,22.5,90.1,2076,1225.41,100,850.59,40.97254335,NA,25,6,4,1,"FS",7006.100986,34417.37398,20,"21_381_4_29",0.112087912,1,4,29,9,51,381,0,0.8872231,2022-04-29,"9:51:00",2020-04-29 22:09:51,"6_4",55787,4,5.375,5.75,5.5,3126,202,0,94206479,29,"TMS-94206479",6,4,"6_4",279.65,1.5637,0.006776605,8.63e-05,1.76e-05
"559",574,21,380,"25-P6S4C4AA",29.5,27.3,27.8,30.2,99.1,1426,781.53,60,644.47,45.19424965,NA,25,6,4,4,"AA",10229.25512,64112.56416,21,"22_380_4_29",0.778021978,0.987673392,4,29,9,52,380,0,0.8872231,2022-04-29,"9:52:00",2020-04-29 22:09:52,"6_4",55787,4,5.375,5.75,5.5,3126,202,0,94206479,29,"TMS-94206479",6,4,"6_4",279.65,1.5637,0.04703761,0.000598901,9.56e-05
"560",575,22,379,"25-P6S4C2AA",26.1,25.2,25.2,27.5,98.3,2237.6,1423.05,96,814.55,36.40284233,NA,25,6,4,2,"AA",9091.384138,52193.4888,22,"23_379_4_29",0.105494505,1,4,29,9,54,379,0,0.8872231,2022-04-29,"9:54:00",2020-04-29 22:09:54,"6_4",55980,4,4.75,6.75,8.5625,3028,202,0,94206479,29,"TMS-94206479",6,4,"6_4",282.7125,1.5637,0.006308891,8.03e-05,1.4e-05
"561",576,23,378,"25-P6S4C1AA",22.4,22.6,20,19.2,99.1,1361.6,745.51,94,616.09,45.24750294,NA,25,6,4,1,"AA",7253.562915,34542.5262,23,"24_378_4_29",0,1,4,29,9,57,378,0,0.8872231,2022-04-29,"9:57:00",2020-04-29 22:09:57,"6_4",55980,4,4.75,6.75,8.5625,3028,202,0,94206479,29,"TMS-94206479",6,4,"6_4",282.7125,1.5637,0,0,0
"562",577,46,383,"25-P6S4C4FS",25.2,25.6,25.5,29.2,99.9,1955.7,555.44,50,1400.26,71.59891599,NA,25,6,4,4,"FS",9372.261876,54605.71386,46,"49_383_4_29",1.285714286,0.996215705,4,29,13,0,383,0,0.8872231,2022-04-29,"13:00:00",2020-04-29 22:13:00,"6_4",55896,4,5.125,6.125,6.125,3087,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.275,1.5637,0.077558306,0.000987503,0.00016949
"563",578,47,382,"25-P6S4C2FS",28.5,28.8,27.8,27.3,98.2,2332.6,1430.71,80,901.89,38.6645803,NA,25,6,4,2,"FS",9909.901222,60907.31642,47,"50_382_4_29",0.723076923,0.988276649,4,29,13,3,382,0,0.8872231,2022-04-29,"13:03:00",2020-04-29 22:13:03,"6_4",55800,4,5.3125,6,6.1875,3161,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.3375,1.5637,0.043608537,0.000555241,9.03e-05
"564",579,48,381,"25-P6S4C1FS",23.1,22.4,20.2,22.5,90.1,2076,1225.41,100,850.59,40.97254335,NA,25,6,4,1,"FS",7006.100986,34417.37398,48,"51_381_4_29",0.085714286,1,4,29,13,5,381,0,0.8872231,2022-04-29,"13:05:00",2020-04-29 22:13:05,"6_4",55800,4,5.3125,6,6.1875,3161,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.3375,1.5637,0.005169401,6.58e-05,1.34e-05
"565",580,49,380,"25-P6S4C4AA",29.5,27.3,27.8,30.2,99.1,1426,781.53,60,644.47,45.19424965,NA,25,6,4,4,"AA",10229.25512,64112.56416,49,"52_380_4_29",0.87032967,0.992004049,4,29,13,7,380,0,0.8872231,2022-04-29,"13:07:00",2020-04-29 22:13:07,"6_4",55800,4,5.3125,6,6.1875,3161,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.3375,1.5637,0.052489302,0.000668315,0.000106631
"566",581,50,379,"25-P6S4C2AA",26.1,25.2,25.2,27.5,98.3,2237.6,1423.05,96,814.55,36.40284233,NA,25,6,4,2,"AA",9091.384138,52193.4888,50,"53_379_4_29",0.224175824,0.851391162,4,29,13,9,379,0,0.8872231,2022-04-29,"13:09:00",2020-04-29 22:13:09,"6_4",55800,4,5.3125,6,6.1875,3161,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.3375,1.5637,0.013519972,0.000172142,3e-05
"567",582,51,378,"25-P6S4C1AA",22.4,22.6,20,19.2,99.1,1361.6,745.51,94,616.09,45.24750294,NA,25,6,4,1,"AA",7253.562915,34542.5262,51,"54_378_4_29",0,1,4,29,13,11,378,0,0.8872231,2022-04-29,"13:11:00",2020-04-29 22:13:11,"6_4",55800,4,5.3125,6,6.1875,3161,202,0,94206479,29,"TMS-94206479",6,4,"6_4",280.3375,1.5637,0.002385877,3.04e-05,6.38e-06
"568",583,74,383,"25-P6S4C4FS",25.2,25.6,25.5,29.2,99.9,1955.7,555.44,50,1400.26,71.59891599,NA,25,6,4,4,"FS",9372.261876,54605.71386,74,"79_383_4_29",2.153846154,0.990041853,4,29,15,56,383,0,0.8862362,2022-04-29,"15:56:00",2020-04-29 22:15:56,"6_4",55811,4,5.375,5.8125,5.125,3137,202,0,94206479,29,"TMS-94206479",6,4,"6_4",279.275,1.5637,0.130246923,0.001658355,0.000284632
"569",584,75,382,"25-P6S4C2FS",28.5,28.8,27.8,27.3,98.2,2332.6,1430.71,80,901.89,38.6645803,NA,25,6,4,2,"FS",9909.901222,60907.31642,75,"80_382_4_29",0.830769231,0.988406198,4,29,15,58,382,0,0.8872231,2022-04-29,"15:58:00",2020-04-29 22:15:58,"6_4",55811,4,5.375,5.8125,5.125,3137,202,0,94206479,29,"TMS-94206479",6,4,"6_4",279.275,1.5637,0.050294043,0.000640364,0.00010419
